"","거주지","성별","나이","혼인상태","주관적만족감","건강평가","흡연여부","음주여부","가정생활스트레스","일상생활스트레스","자살충동여부","자살충동이유","본인경제활동여부","배우자경제활동여부","가구소득"
"452","경기","여자",67,2,1,4,2,2,2,2,2,NA,2,NA,2
"453","경기","여자",56,1,3,4,2,1,4,2,2,NA,2,NA,1
"454","경기","남자",60,2,3,3,1,1,4,4,2,NA,1,1,3
"455","경기","여자",57,2,3,3,2,2,3,3,2,NA,1,NA,3
"456","경기","남자",29,2,1,1,1,2,4,3,2,NA,1,1,8
"457","경기","여자",29,2,1,2,2,1,4,4,2,NA,1,NA,8
"458","경기","남자",34,2,1,2,2,2,4,3,2,NA,1,2,4
"459","경기","여자",34,2,2,4,2,2,2,2,2,NA,2,NA,4
"461","경기","남자",29,2,4,2,1,1,3,2,2,NA,1,1,5
"462","경기","여자",27,2,3,1,2,1,3,2,2,NA,1,NA,5
"464","경기","남자",26,2,2,2,2,1,3,3,2,NA,1,2,3
"465","경기","여자",25,2,1,2,2,2,3,3,2,NA,2,NA,3
"466","서울","남자",50,1,3,3,2,1,3,3,2,NA,2,NA,1
"467","서울","여자",76,3,3,4,2,1,2,2,2,NA,2,NA,1
"468","경기","남자",22,2,3,2,1,2,2,2,2,NA,1,2,2
"469","경기","여자",22,2,3,2,2,2,1,1,1,5,2,NA,2
"471","경기","남자",24,2,1,2,2,1,2,2,2,NA,1,2,2
"472","경기","여자",25,2,1,3,2,2,1,2,2,NA,2,NA,2
"474","경기","여자",52,2,4,4,2,1,2,2,1,1,2,1,5
"475","경기","여자",27,1,2,3,2,1,3,4,2,NA,1,NA,5
"476","경기","남자",24,1,4,2,1,1,3,2,1,2,1,NA,5
"477","경기","남자",26,2,1,3,1,1,3,3,2,NA,1,1,5
"478","경기","여자",23,2,2,2,2,1,4,2,2,NA,1,NA,5
"479","경기","남자",26,2,3,2,2,1,3,3,2,NA,1,2,4
"480","경기","여자",23,2,3,2,2,1,2,2,2,NA,2,NA,4
"483","경기","남자",50,4,4,3,2,1,1,1,1,5,1,NA,8
"484","경기","남자",25,1,2,2,2,1,3,3,2,NA,1,NA,3
"485","경기","여자",61,4,2,3,2,2,3,3,2,NA,2,NA,3
"486","경기","남자",30,2,1,1,2,1,4,2,2,NA,1,2,3
"487","경기","여자",32,2,3,3,2,1,2,2,2,NA,2,NA,3
"489","경기","여자",77,3,4,4,2,1,2,2,2,NA,1,NA,1
"490","경기","남자",46,2,3,3,1,1,3,3,2,NA,1,2,3
"491","경기","여자",57,2,3,4,2,1,2,2,2,NA,2,NA,3
"492","서울","여자",49,4,3,3,2,1,4,3,2,NA,1,NA,2
"493","경기","남자",60,2,3,4,1,1,2,2,2,NA,1,1,4
"494","경기","여자",58,2,3,4,2,2,2,2,2,NA,1,NA,4
"495","경기","남자",31,1,3,2,1,1,3,2,2,NA,1,NA,4
"496","경기","남자",76,2,1,3,2,1,4,4,2,NA,2,2,4
"497","경기","여자",73,2,1,2,2,1,4,4,2,NA,2,NA,4
"498","경기","남자",35,1,3,3,1,1,4,2,2,NA,1,NA,2
"499","경기","남자",61,2,2,1,1,1,3,2,2,NA,1,1,3
"500","경기","남자",49,2,2,2,1,2,3,2,2,NA,1,2,4
"501","경기","여자",72,3,2,3,2,1,3,3,2,NA,2,NA,3
"502","경기","남자",44,1,3,3,1,1,3,3,2,NA,1,NA,3
"503","경기","남자",49,2,1,2,1,2,3,3,2,NA,1,1,4
"504","경기","남자",59,2,3,2,2,2,3,3,2,NA,1,1,5
"505","경기","여자",56,2,1,2,1,2,2,2,2,NA,1,NA,5
"506","경기","여자",29,1,4,2,2,1,2,1,2,NA,2,NA,5
"507","경기","남자",28,1,5,4,2,1,1,2,2,NA,2,NA,5
"508","경기","여자",93,3,4,3,2,2,1,2,1,5,2,NA,5
"509","경기","남자",49,4,4,4,1,2,1,1,1,1,1,NA,1
"510","경기","남자",54,2,3,2,1,1,2,2,2,NA,1,2,6
"511","경기","여자",50,2,3,1,2,1,2,2,2,NA,2,NA,6
"512","경기","남자",24,1,3,2,1,1,3,2,2,NA,1,NA,6
"513","경기","남자",21,1,3,2,2,1,4,4,2,NA,1,NA,6
"514","서울","남자",64,2,4,3,1,1,2,2,2,NA,2,1,2
"515","서울","여자",60,2,3,3,2,1,2,2,2,NA,1,NA,2
"516","경기","남자",46,2,3,4,2,2,3,2,2,NA,1,2,8
"517","경기","남자",63,2,1,2,2,1,4,4,2,NA,1,2,5
"518","경기","여자",56,2,3,3,2,2,3,3,2,NA,2,NA,5
"519","경기","여자",29,2,2,3,2,2,3,3,2,NA,2,NA,5
"520","경기","여자",23,1,2,3,2,2,3,2,2,NA,2,NA,5
"521","경기","남자",36,2,2,3,1,1,2,2,2,NA,2,2,2
"522","경기","여자",37,2,2,3,2,2,2,2,2,NA,2,NA,2
"525","경기","남자",68,2,2,4,2,2,2,2,2,NA,2,NA,2
"526","경기","여자",65,2,3,3,2,2,2,2,2,NA,2,NA,2
"527","경기","남자",46,2,3,3,1,1,3,2,2,NA,1,1,4
"528","경기","여자",45,2,2,1,2,2,3,3,2,NA,1,NA,4
"529","경기","여자",18,1,2,1,2,1,3,3,2,NA,1,NA,4
"530","경기","여자",16,1,3,3,2,1,2,2,2,NA,2,NA,4
"531","경기","여자",62,3,3,4,2,2,2,2,2,NA,2,NA,1
"532","경기","남자",71,3,4,4,2,2,2,2,2,NA,2,NA,1
"533","경기","남자",58,2,3,3,1,1,2,2,2,NA,1,2,3
"534","경기","여자",47,2,3,3,2,2,2,2,2,NA,2,NA,3
"535","경기","여자",17,1,3,2,2,2,2,2,2,NA,2,NA,3
"536","경기","남자",75,2,3,4,2,1,2,2,2,NA,2,2,1
"537","경기","여자",70,2,3,4,2,2,2,2,2,NA,2,NA,1
"538","경기","남자",52,2,2,2,2,2,4,4,2,NA,1,1,5
"539","경기","여자",47,2,3,2,2,2,4,2,2,NA,1,NA,5
"540","경기","남자",27,1,3,2,2,2,4,4,2,NA,2,NA,5
"541","경기","남자",44,1,2,2,2,2,4,2,2,NA,1,NA,5
"542","경기","남자",48,2,3,3,2,1,2,2,2,NA,1,2,3
"543","경기","여자",49,2,3,3,2,2,4,4,2,NA,2,NA,3
"544","경기","남자",40,2,3,2,2,1,3,3,2,NA,1,2,3
"545","경기","여자",39,2,3,2,2,2,2,2,2,NA,2,NA,3
"548","경기","남자",72,2,2,3,2,2,2,2,2,NA,2,NA,3
"549","경기","여자",66,2,3,3,2,2,2,2,2,NA,2,NA,3
"550","서울","남자",54,2,3,2,2,1,3,3,2,NA,1,2,3
"551","서울","여자",46,2,2,2,2,2,3,2,2,NA,2,NA,3
"552","서울","남자",27,1,3,3,2,2,2,2,2,NA,2,NA,3
"553","서울","남자",47,1,3,3,2,2,3,3,2,NA,1,NA,3
"554","경기","남자",41,2,3,2,1,1,2,2,2,NA,1,1,4
"555","경기","여자",33,2,3,2,2,1,1,1,2,NA,1,NA,4
"558","경기","남자",62,2,3,4,2,2,2,2,2,NA,2,1,2
"559","경기","여자",47,2,3,2,2,2,2,2,2,NA,1,NA,2
"560","경기","남자",18,1,2,1,2,2,2,2,2,NA,2,NA,2
"561","경기","여자",75,3,2,4,2,2,4,4,2,NA,2,NA,3
"562","경기","여자",44,1,3,2,2,2,4,2,2,NA,1,NA,3
"563","경기","남자",67,2,3,2,2,1,3,2,2,NA,1,2,2
"564","경기","여자",63,2,3,2,2,1,3,3,2,NA,2,NA,2
"565","경기","남자",47,2,4,3,2,2,2,2,2,NA,1,2,2
"566","경기","여자",44,2,3,3,2,1,2,2,2,NA,2,NA,2
"567","경기","남자",19,1,2,3,2,2,4,4,2,NA,2,NA,2
"568","경기","여자",16,1,3,2,2,2,2,2,2,NA,2,NA,2
"569","경기","여자",43,4,3,3,1,1,2,2,2,NA,1,NA,3
"570","경기","여자",42,1,3,2,2,1,3,2,2,NA,1,NA,3
"571","경기","남자",79,2,3,5,2,2,3,3,2,NA,2,1,1
"572","경기","여자",69,2,3,4,2,2,3,3,2,NA,1,NA,1
"573","경기","여자",71,3,3,2,2,2,3,3,2,NA,2,NA,1
"574","경기","여자",54,4,2,2,2,2,3,2,2,NA,1,NA,3
"575","경기","남자",38,2,4,3,2,1,2,2,2,NA,1,2,4
"576","경기","여자",37,2,3,3,2,1,2,2,2,NA,2,NA,4
"578","서울","남자",73,3,3,3,2,1,3,3,2,NA,2,NA,8
"579","서울","남자",36,1,4,3,2,1,3,2,1,5,1,NA,8
"580","서울","남자",32,1,3,3,2,1,1,2,2,NA,1,NA,8
"581","경기","여자",43,2,4,3,2,1,2,3,2,NA,2,1,3
"582","경기","여자",16,1,3,3,2,2,2,2,1,8,2,NA,3
"584","경기","여자",45,3,1,3,1,2,3,3,2,NA,2,NA,1
"585","경기","여자",58,3,4,3,2,2,3,3,2,NA,1,NA,3
"586","경기","남자",36,1,4,2,1,1,2,2,2,NA,1,NA,3
"587","경기","여자",33,1,4,4,2,1,2,1,2,NA,2,NA,3
"588","경기","남자",63,3,4,4,2,1,3,2,1,1,1,NA,1
"589","경기","남자",56,2,3,4,1,1,2,2,1,1,1,1,4
"590","경기","여자",54,2,3,3,2,2,2,3,2,NA,1,NA,4
"591","경기","남자",62,4,3,2,2,1,4,2,2,NA,1,NA,2
"592","경기","남자",51,2,3,3,1,2,2,2,2,NA,1,2,3
"593","경기","여자",33,2,3,2,2,1,2,2,2,NA,2,NA,3
"594","경기","여자",13,1,3,3,2,2,2,2,2,NA,2,NA,3
"596","경기","남자",71,1,4,4,2,2,3,3,2,NA,2,NA,1
"597","경기","여자",74,4,5,5,1,2,1,1,1,3,2,NA,1
"598","경기","남자",78,2,3,2,2,1,4,4,2,NA,1,2,2
"599","경기","여자",69,2,3,4,2,1,4,4,2,NA,2,NA,2
"600","서울","여자",52,2,3,2,2,2,4,4,2,NA,1,1,2
"601","서울","남자",33,2,2,3,2,1,3,3,2,NA,1,1,6
"602","서울","여자",33,2,3,3,2,1,1,2,2,NA,1,NA,6
"603","경기","남자",57,2,3,2,1,1,2,1,2,NA,1,1,5
"604","경기","여자",60,2,3,3,2,1,2,2,2,NA,1,NA,5
"605","경기","여자",32,1,3,3,2,1,2,1,2,NA,1,NA,5
"606","경기","여자",68,3,3,3,2,2,2,2,2,NA,1,NA,3
"607","경기","남자",87,2,2,3,2,1,4,4,2,NA,2,2,1
"608","경기","여자",81,2,2,5,2,2,3,3,2,NA,2,NA,1
"609","경기","남자",55,2,2,2,2,1,3,3,2,NA,1,2,5
"610","경기","여자",51,2,3,3,2,1,2,2,2,NA,2,NA,5
"611","경기","여자",24,1,1,1,2,1,3,2,2,NA,1,NA,5
"612","경기","여자",18,1,1,2,2,2,3,3,2,NA,2,NA,5
"613","경기","여자",14,1,2,1,2,2,4,4,2,NA,2,NA,5
"614","경기","남자",63,2,2,2,2,1,4,2,2,NA,1,2,8
"615","경기","여자",60,2,3,3,2,1,3,3,2,NA,2,NA,8
"616","경기","남자",35,2,2,2,1,1,3,2,2,NA,1,NA,8
"617","경기","여자",36,2,2,3,2,1,2,2,2,NA,2,NA,8
"620","경기","여자",59,3,3,4,2,2,3,3,2,NA,1,NA,8
"621","경기","남자",43,2,3,2,1,2,2,2,2,NA,1,2,5
"622","경기","남자",41,2,3,3,1,1,2,2,2,NA,1,NA,5
"623","경기","여자",47,2,3,3,2,2,2,2,2,NA,1,NA,5
"624","경기","여자",71,4,5,4,2,2,2,2,2,NA,2,NA,5
"625","경기","남자",57,2,3,4,1,2,3,3,2,NA,1,1,6
"626","경기","여자",52,2,3,4,2,2,2,2,2,NA,1,NA,6
"627","경기","남자",29,1,3,4,1,1,2,2,2,NA,1,NA,6
"628","경기","남자",76,2,3,3,2,1,2,2,2,NA,2,2,1
"629","경기","여자",75,2,2,3,2,2,2,2,2,NA,2,NA,1
"630","경기","남자",45,2,2,3,2,1,2,2,2,NA,1,1,5
"631","경기","여자",45,2,2,2,2,2,2,2,2,NA,1,NA,5
"632","경기","여자",14,1,3,2,2,2,2,2,2,NA,2,NA,5
"634","경기","남자",72,2,2,2,2,2,4,2,2,NA,2,NA,5
"635","경기","여자",73,2,3,2,2,2,2,2,2,NA,2,NA,5
"636","경기","여자",70,3,5,4,2,1,1,1,2,NA,2,NA,1
"637","서울","남자",64,2,3,3,2,2,3,2,2,NA,1,1,2
"638","서울","여자",60,2,1,3,2,1,3,3,2,NA,1,NA,2
"639","서울","남자",26,1,2,2,2,1,4,2,2,NA,1,NA,2
"640","경기","남자",56,2,3,2,2,1,2,3,2,NA,1,1,7
"641","경기","여자",55,2,2,2,2,1,2,2,2,NA,1,NA,7
"642","경기","여자",33,1,3,2,2,1,3,2,2,NA,1,NA,7
"643","경기","남자",80,2,1,3,2,2,4,4,2,NA,2,2,1
"644","경기","여자",77,2,2,3,2,2,3,3,2,NA,2,NA,1
"645","경기","남자",40,2,3,3,1,1,2,2,2,NA,1,1,4
"646","경기","여자",37,2,1,1,2,1,4,3,2,NA,1,NA,4
"649","경기","여자",59,4,4,4,2,1,1,1,2,NA,2,NA,4
"650","경기","여자",56,4,2,3,2,1,3,3,2,NA,1,NA,2
"651","경기","남자",37,2,3,2,1,1,1,2,2,NA,1,1,4
"652","경기","여자",33,2,5,4,2,1,1,1,1,3,1,NA,4
"655","경기","남자",34,2,1,2,1,1,3,2,2,NA,1,1,3
"656","경기","여자",31,2,3,2,2,1,2,2,2,NA,1,NA,3
"657","경기","남자",43,2,4,4,2,1,3,2,2,NA,1,1,3
"658","경기","여자",40,2,2,2,1,1,2,2,1,1,1,NA,3
"659","경기","여자",19,1,3,2,2,1,3,2,2,NA,1,NA,3
"660","경기","여자",15,1,4,1,2,2,3,2,1,7,2,NA,3
"661","경기","남자",66,2,3,3,1,1,3,2,2,NA,1,2,3
"662","경기","여자",57,2,3,2,2,2,2,2,2,NA,2,NA,3
"663","경기","남자",35,1,5,2,2,1,2,2,1,1,2,NA,3
"664","경기","남자",67,2,4,3,1,2,2,2,2,NA,2,1,2
"665","경기","여자",63,2,4,4,2,2,2,2,2,NA,1,NA,2
"666","경기","남자",40,2,2,2,2,1,4,4,2,NA,1,2,6
"667","경기","여자",38,2,1,1,2,1,4,4,2,NA,2,NA,6
"670","서울","여자",60,4,3,2,2,1,2,3,2,NA,2,NA,5
"671","서울","남자",35,1,3,2,1,1,3,3,2,NA,1,NA,5
"672","서울","여자",27,1,4,3,2,1,4,2,2,NA,1,NA,5
"673","경기","남자",49,2,3,3,2,1,2,2,2,NA,1,2,4
"674","경기","여자",47,2,3,2,2,1,2,2,2,NA,2,NA,4
"675","경기","여자",13,1,2,2,2,2,3,3,2,NA,2,NA,4
"677","경기","남자",48,2,4,2,2,2,3,2,2,NA,1,1,3
"678","경기","여자",43,2,3,2,2,1,2,2,2,NA,1,NA,3
"679","경기","여자",17,1,2,2,2,2,3,3,2,NA,2,NA,3
"680","경기","남자",15,1,1,1,2,2,3,3,2,NA,2,NA,3
"681","경기","남자",44,2,2,3,2,1,3,3,2,NA,1,1,4
"682","경기","여자",41,2,1,2,2,2,2,2,2,NA,1,NA,4
"683","경기","여자",14,1,1,2,2,2,3,3,2,NA,2,NA,4
"685","경기","남자",50,2,2,3,2,1,2,2,2,NA,1,1,8
"686","경기","여자",49,2,3,2,2,1,2,2,2,NA,1,NA,8
"687","경기","여자",18,1,1,3,2,1,4,3,2,NA,2,NA,8
"688","경기","남자",16,1,3,3,2,2,3,3,2,NA,2,NA,8
"689","경기","남자",61,2,1,2,2,2,3,3,2,NA,1,2,6
"690","경기","여자",57,2,3,3,2,2,2,2,2,NA,2,NA,6
"691","경기","남자",24,1,2,1,2,2,4,4,2,NA,2,NA,6
"692","경기","여자",54,4,2,4,2,1,3,3,2,NA,2,NA,3
"693","경기","남자",51,2,2,2,1,1,2,2,2,NA,1,1,4
"694","경기","여자",49,2,3,3,2,1,2,2,2,NA,1,NA,4
"695","경기","남자",24,1,1,2,1,1,3,3,2,NA,2,NA,4
"696","경기","여자",21,1,1,1,2,1,1,4,2,NA,2,NA,4
"697","경기","남자",46,2,2,3,2,1,2,2,2,NA,1,2,3
"698","경기","여자",46,2,2,3,2,1,2,3,2,NA,2,NA,3
"699","경기","여자",18,1,3,3,2,2,3,2,2,NA,2,NA,3
"700","경기","남자",13,1,2,2,2,2,3,4,2,NA,2,NA,3
"701","경기","남자",37,2,3,3,2,1,3,2,2,NA,2,2,4
"702","경기","여자",35,2,3,4,2,1,3,3,2,NA,2,NA,4
"706","경기","남자",59,2,3,3,1,1,2,2,2,NA,2,2,1
"707","경기","여자",59,2,3,3,2,1,3,3,2,NA,2,NA,1
"708","서울","남자",55,2,2,3,1,1,2,2,2,NA,1,2,3
"709","서울","여자",54,2,3,3,2,1,3,1,2,NA,2,NA,3
"710","서울","여자",23,1,3,3,2,1,3,2,2,NA,1,NA,3
"711","서울","여자",21,1,4,2,2,1,1,2,1,4,2,NA,3
"712","경기","남자",73,2,2,3,1,2,2,2,2,NA,2,1,1
"713","경기","여자",66,2,2,3,2,2,2,2,2,NA,1,NA,1
"714","경기","여자",59,4,2,2,2,1,3,3,2,NA,1,NA,2
"715","경기","남자",76,3,2,2,1,2,4,4,2,NA,2,NA,1
"716","경기","남자",59,2,3,4,2,1,2,2,2,NA,2,2,2
"717","경기","여자",55,2,3,3,2,2,2,2,2,NA,2,NA,2
"718","경기","남자",82,2,3,4,1,2,3,3,2,NA,2,2,2
"719","경기","여자",74,2,3,4,2,2,3,3,2,NA,2,NA,2
"720","경기","여자",72,2,3,4,2,1,3,3,2,NA,2,1,2
"721","경기","남자",59,2,2,3,1,1,4,4,2,NA,2,1,3
"722","경기","여자",55,2,3,1,2,2,2,2,2,NA,1,NA,3
"723","경기","남자",48,2,3,2,1,1,3,2,2,NA,1,1,5
"724","경기","여자",47,2,2,2,2,2,2,2,2,NA,1,NA,5
"726","경기","남자",42,2,1,2,2,1,3,3,2,NA,1,2,4
"727","경기","여자",41,2,1,1,2,2,3,2,2,NA,2,NA,4
"728","경기","남자",15,1,1,1,2,2,3,3,2,NA,2,NA,4
"729","경기","여자",13,1,1,1,2,2,3,2,2,NA,2,NA,4
"730","경기","여자",13,1,1,1,2,2,3,2,2,NA,2,NA,4
"731","경기","남자",39,1,1,1,1,1,3,2,2,NA,1,NA,4
"732","경기","여자",78,3,3,4,2,2,3,3,2,NA,2,NA,1
"733","서울","남자",42,1,3,2,1,1,3,2,2,NA,1,NA,4
"734","경기","여자",76,3,3,4,2,2,3,3,2,NA,2,NA,1
"735","경기","남자",34,2,3,2,1,1,2,3,2,NA,1,2,3
"736","경기","여자",30,2,3,2,2,1,3,3,2,NA,2,NA,3
"739","경기","남자",35,2,2,3,2,1,2,1,1,5,2,2,6
"740","경기","여자",33,2,3,3,2,1,3,2,2,NA,2,NA,6
"743","경기","남자",42,2,2,3,1,1,2,2,2,NA,1,1,5
"744","경기","여자",41,2,2,3,2,1,2,2,2,NA,1,NA,5
"747","경기","남자",30,2,3,2,2,1,2,3,2,NA,1,1,2
"748","경기","여자",33,2,3,3,2,1,2,2,1,1,1,NA,2
"749","경기","여자",47,4,3,3,2,2,3,3,2,NA,1,NA,2
"750","경기","여자",18,1,3,3,2,1,3,3,2,NA,1,NA,2
"751","경기","남자",35,2,3,3,1,1,2,2,2,NA,1,2,3
"752","경기","여자",31,2,3,4,2,2,1,1,2,NA,2,NA,3
"756","경기","남자",59,2,4,4,1,1,2,2,2,NA,2,NA,3
"757","경기","여자",58,2,3,4,2,1,2,2,2,NA,2,NA,3
"758","경기","남자",35,2,3,3,1,1,4,4,2,NA,1,1,4
"759","경기","여자",34,2,3,3,2,2,2,3,2,NA,1,NA,4
"762","경기","남자",42,2,3,3,1,1,3,3,1,1,1,1,5
"763","경기","여자",38,2,4,4,2,1,2,2,1,9,1,NA,5
"765","경기","남자",35,2,4,3,2,1,1,2,1,6,1,1,6
"766","경기","여자",35,2,4,3,2,1,2,2,2,NA,1,NA,6
"769","경기","여자",69,3,4,4,2,1,2,2,2,NA,2,NA,6
"770","서울","남자",34,2,2,2,2,1,3,3,2,NA,1,1,8
"771","서울","여자",32,2,3,3,2,1,2,2,2,NA,1,NA,8
"773","경기","남자",40,2,3,3,2,1,3,3,2,NA,1,2,3
"774","경기","여자",36,2,2,2,2,1,2,2,2,NA,2,NA,3
"776","경기","남자",46,2,3,2,2,2,3,3,2,NA,1,1,3
"777","경기","여자",42,2,2,2,2,1,3,3,2,NA,1,NA,3
"778","경기","남자",15,1,1,1,2,2,4,4,2,NA,2,NA,3
"779","경기","남자",50,2,3,3,2,2,3,3,2,NA,1,1,2
"780","경기","여자",44,2,3,3,2,2,3,3,2,NA,1,NA,2
"781","경기","남자",19,1,3,2,1,1,3,3,2,NA,2,NA,2
"782","경기","남자",61,2,3,3,1,1,2,2,2,NA,2,1,1
"783","경기","여자",56,2,3,3,2,1,2,2,2,NA,1,NA,1
"784","경기","남자",45,1,2,3,1,1,2,3,2,NA,1,NA,4
"785","경기","남자",52,2,3,3,1,1,2,2,2,NA,1,1,8
"786","경기","여자",54,2,3,3,2,1,1,2,1,6,1,NA,8
"787","경기","남자",29,2,3,3,2,1,1,1,1,1,1,NA,8
"788","경기","여자",27,2,4,3,2,2,1,1,2,NA,2,NA,8
"790","경기","남자",71,2,2,2,1,2,2,2,2,NA,1,1,2
"791","경기","여자",66,2,2,2,1,2,2,2,2,NA,1,NA,2
"792","경기","남자",77,2,3,3,2,1,2,2,2,NA,1,2,1
"793","경기","여자",75,2,4,4,2,2,2,2,2,NA,2,NA,1
"794","경기","남자",52,3,3,4,2,1,2,2,2,NA,1,NA,5
"795","경기","남자",70,2,2,4,2,1,2,2,2,NA,2,2,3
"796","경기","여자",68,2,2,2,2,2,2,2,2,NA,2,NA,3
"797","서울","여자",52,4,3,4,2,1,3,2,2,NA,2,NA,6
"798","서울","여자",21,1,4,3,2,1,2,2,1,5,2,NA,6
"799","경기","여자",75,3,2,2,2,1,2,2,2,NA,2,NA,1
"800","경기","남자",51,1,3,4,1,2,2,2,1,3,2,NA,1
"801","경기","여자",63,2,2,2,2,1,4,4,2,NA,2,1,5
"802","경기","남자",68,2,1,1,2,1,4,4,2,NA,1,NA,5
"803","경기","남자",68,2,2,3,2,2,3,3,2,NA,1,1,1
"804","경기","여자",64,2,2,3,2,1,2,2,2,NA,1,NA,1
"805","경기","남자",62,2,3,4,2,1,3,3,2,NA,1,2,3
"806","경기","여자",60,2,2,4,2,2,3,3,2,NA,2,NA,3
"807","경기","남자",34,2,1,1,2,1,4,3,2,NA,1,2,5
"808","경기","여자",29,2,2,2,2,2,3,3,2,NA,2,NA,5
"810","경기","여자",73,3,3,4,2,1,3,3,2,NA,2,NA,1
"812","경기","남자",50,2,2,2,2,1,3,3,2,NA,1,1,4
"813","경기","여자",43,2,3,3,2,2,3,3,2,NA,1,NA,4
"814","경기","남자",77,2,3,3,2,1,3,3,2,NA,1,2,2
"815","경기","여자",76,2,3,3,2,2,3,3,2,NA,2,NA,2
"816","경기","남자",61,2,3,3,2,1,3,3,2,NA,1,NA,2
"817","경기","남자",73,2,3,4,2,1,3,3,2,NA,2,2,1
"818","경기","여자",72,2,4,4,2,2,3,3,2,NA,2,NA,1
"819","경기","남자",75,2,3,3,1,2,3,4,2,NA,2,2,1
"820","서울","여자",68,4,4,3,2,2,2,2,1,1,1,NA,3
"821","서울","남자",41,1,3,3,1,1,2,2,1,1,1,NA,3
"822","경기","남자",77,2,2,3,2,2,4,4,2,NA,1,1,1
"823","경기","여자",76,2,2,4,2,2,2,4,2,NA,1,NA,1
"824","경기","남자",49,2,2,2,2,2,3,3,2,NA,1,1,5
"825","경기","여자",45,2,1,3,2,1,3,2,2,NA,1,NA,5
"826","경기","남자",15,1,2,2,2,2,3,3,2,NA,2,NA,5
"827","경기","여자",77,3,2,2,2,2,2,3,2,NA,2,NA,5
"828","경기","남자",69,2,3,3,2,1,2,2,2,NA,2,2,2
"829","경기","여자",66,2,3,3,2,2,2,3,2,NA,2,NA,2
"830","경기","여자",47,2,3,2,2,2,3,3,2,NA,1,1,4
"831","경기","여자",20,1,3,2,2,2,3,3,2,NA,1,NA,4
"832","경기","남자",76,2,3,3,2,1,2,3,2,NA,2,2,1
"833","경기","여자",73,2,3,4,1,2,3,3,2,NA,2,NA,1
"834","경기","남자",38,1,3,3,1,1,3,3,2,NA,1,NA,3
"835","경기","여자",72,1,4,5,2,2,1,1,2,NA,2,NA,1
"836","경기","여자",68,3,2,4,2,2,4,4,2,NA,2,NA,1
"837","경기","여자",78,3,2,4,2,2,1,2,2,NA,2,NA,1
"838","경기","남자",77,2,3,4,2,1,4,3,2,NA,2,2,1
"839","경기","여자",78,2,2,4,2,2,4,3,2,NA,2,NA,1
"840","서울","남자",49,4,4,3,1,1,2,2,1,1,2,NA,3
"841","경기","남자",49,2,3,3,2,2,2,4,2,NA,1,1,2
"842","경기","여자",48,2,2,3,2,2,3,3,2,NA,1,NA,2
"843","경기","여자",25,1,3,3,2,2,2,3,2,NA,2,NA,2
"844","경기","남자",61,2,2,2,2,1,3,3,2,NA,1,1,1
"845","경기","여자",57,2,3,3,2,1,2,2,1,6,1,NA,1
"847","경기","남자",77,2,2,4,1,1,2,3,2,NA,1,1,1
"848","경기","여자",65,2,3,2,2,2,2,2,2,NA,1,NA,1
"849","경기","남자",85,3,4,4,2,1,1,2,2,NA,1,NA,1
"850","경기","남자",63,2,3,3,2,1,3,3,2,NA,1,2,2
"851","경기","여자",88,3,2,4,2,2,3,3,2,NA,2,NA,2
"852","경기","남자",55,2,2,3,2,1,3,3,2,NA,1,1,4
"853","경기","여자",85,3,2,4,2,2,4,4,2,NA,2,NA,1
"854","경기","남자",53,4,5,3,1,2,3,2,2,NA,1,NA,3
"855","경기","남자",79,2,2,5,2,1,2,2,2,NA,2,NA,3
"856","경기","여자",79,2,2,4,2,2,2,2,2,NA,2,NA,3
"857","경기","남자",72,2,3,3,2,2,2,3,2,NA,1,1,1
"858","경기","여자",74,2,3,4,1,1,4,3,2,NA,1,NA,1
"859","경기","남자",71,2,3,3,2,2,2,3,2,NA,1,2,2
"860","경기","여자",55,2,3,3,2,2,2,2,2,NA,2,NA,2
"861","서울","남자",74,2,3,1,2,2,3,3,2,NA,2,2,2
"862","서울","여자",72,2,3,4,2,2,3,2,2,NA,2,NA,2
"863","경기","남자",44,2,3,2,1,1,2,2,2,NA,1,1,4
"864","경기","여자",45,2,3,2,2,2,2,2,2,NA,1,NA,4
"865","경기","남자",63,2,3,2,1,1,3,2,2,NA,1,1,2
"866","경기","여자",59,2,3,3,2,2,3,2,2,NA,1,NA,2
"867","경기","남자",76,3,4,4,2,1,2,2,2,NA,1,NA,1
"868","경기","여자",79,3,4,4,2,2,3,3,2,NA,2,NA,1
"869","경기","여자",64,3,5,4,2,2,1,1,2,NA,1,NA,1
"870","경기","남자",44,2,4,5,2,2,1,1,2,NA,2,NA,1
"871","경기","여자",42,4,5,4,2,2,1,1,2,NA,2,NA,1
"872","경기","남자",76,2,3,4,1,1,3,3,2,NA,1,2,1
"873","경기","여자",73,2,3,4,2,1,2,2,2,NA,2,NA,1
"874","경기","여자",64,4,2,4,2,2,1,1,1,6,1,NA,2
"875","경기","남자",28,1,2,2,2,2,3,3,2,NA,1,NA,2
"876","경기","여자",89,3,4,5,2,2,1,1,2,NA,2,NA,1
"877","경기","남자",59,3,3,3,1,1,2,1,2,NA,1,NA,3
"878","경기","남자",73,2,1,4,1,1,4,4,2,NA,1,1,1
"879","경기","여자",74,2,1,4,2,2,4,4,2,NA,1,NA,1
"880","서울","남자",59,2,5,3,1,1,2,2,2,NA,2,1,4
"881","서울","여자",58,2,3,3,2,1,2,2,1,1,1,NA,4
